,ACTIVITY_TYPE,BASE_STATE_PRC_HUNTING,BASE_STATE_PRC_HUNTING_OVER_100_ACRES,STATE,ACREAGE,DURATION_days,DAILY_PRICE_BASE,TOTAL_ANNUAL_PRICE,FINAL_PRICE,final_price_less_20_acres,final_price_20_100_acres,final_price_100_plus_acres
5563,HUNTING,29.0,29.0,Missouri,731,172,16.354929624579796,5969.549312971625,2813.047895427725,,,502.928
5591,HUNTING,10.0,22.0,Oregon,195,51,7.35731987557617,2685.421754585302,375.2233136543847,,,198.9
5592,HUNTING,35.0,35.0,Iowa,715,193,17.76961569320031,6485.909728018113,3429.53582878766,,,551.98
5600,HUNTING,10.0,22.0,Connecticut,920,89,15.980716471121717,5832.961511959426,1422.2837659298327,,,818.8000000000001
5604,HUNTING,10.0,22.0,Wyoming,911,300,15.902357814158886,5804.360602167993,4770.707344247666,,,1093.2
5621,HUNTING,10.0,22.0,Nevada,234,295,8.05954011726834,2941.732142802944,2377.56433459416,,,276.12
5625,HUNTING,11.0,23.0,West Virginia,438,228,11.274361750303754,4115.14203886087,2570.554479069256,,,399.456
5636,HUNTING,16.0,28.0,Virginia,483,179,13.063019444698561,4768.002097314975,2338.2804806010427,,,345.828
5640,HUNTING,10.0,22.0,Utah,55,336,2.73972602739726,1000.0,920.5479452054794,,2016.0,73.92
5661,HUNTING,10.0,22.0,Massachusetts,865,179,15.495670979438778,5655.919907495154,2773.7251053195414,,,619.34
5677,HUNTING,13.0,25.0,Oklahoma,759,176,15.473262188279241,5647.740698721923,2723.2941451371466,,,534.336
5683,HUNTING,10.0,22.0,Maine,221,156,7.832465119727922,2858.8497687006916,1221.8645586775558,,,137.904
5686,HUNTING,10.0,22.0,Arizona,6,32,2.73972602739726,1000.0,87.67123287671232,640.0,,3.84
5687,HUNTING,10.0,22.0,Mississippi,794,240,14.846106917256504,5418.829024798624,3563.0656601415612,,,762.24
5702,HUNTING,10.0,22.0,Florida,452,177,11.201380500932258,4088.5038828402744,1982.6443486650096,,,320.016
5703,HUNTING,16.0,28.0,Pennsylvania,589,266,14.425393052576974,5265.268464190595,3837.154551985475,,,626.6959999999999
5706,HUNTING,10.0,22.0,North Dakota,827,254,15.151481066055133,5530.290589110124,3848.476190778004,,,840.2320000000001
5716,HUNTING,10.0,22.0,Utah,330,362,9.571043776107096,3493.43097827909,3464.717846950769,,,477.84000000000003
5730,HUNTING,10.0,22.0,Maine,306,351,9.216436727314045,3363.9994054696263,3234.9692912872297,,,429.62399999999997
5749,HUNTING,10.0,22.0,Alabama,437,30,11.013948746563647,4020.091292495731,330.41846239690943,,,498.17999999999995
5750,HUNTING,10.0,22.0,Alabama,672,191,13.657995622934733,4985.168402371178,2608.677163980534,,,513.408
5754,HUNTING,10.0,22.0,Tennessee,19,77,2.73972602739726,1000.0,210.95890410958904,770.0,,14.63
5759,HUNTING,10.0,22.0,Tennessee,435,16,10.98871629933632,4010.8814492577567,175.8194607893811,,,264.48
5765,HUNTING,10.0,22.0,Louisiana,72,55,2.73972602739726,1000.0,150.6849315068493,,1100.0,79.2
5784,HUNTING,29.0,29.0,Illinois,143,327,7.233658633533691,2640.2854012397975,2365.406373165517,,,187.044
5789,HUNTING,10.0,22.0,Alaska,34,173,2.73972602739726,1000.0,473.972602739726,,1038.0,23.528000000000002
5793,HUNTING,17.0,29.0,Maryland,198,8,8.51182304470551,3106.8154113175115,68.09458435764408,,,63.36
5802,HUNTING,29.0,29.0,Missouri,297,362,10.424811620195817,3805.056241371473,3773.7818065108854,,,430.056
5815,HUNTING,10.0,22.0,Nebraska,71,306,2.73972602739726,1000.0,838.3561643835616,,1836.0,86.90400000000001
5818,HUNTING,11.0,23.0,Arkansas,297,124,9.283957312967546,3388.644419233154,1151.2107068079756,,,147.31199999999998
5823,HUNTING,21.0,33.0,Michigan,22,160,2.73972602739726,1000.0,438.35616438356163,,960.0,14.079999999999998
5831,HUNTING,10.0,22.0,Texas,211,17,7.653208766824425,2793.421199890915,130.10454903601521,,,136.306
5833,HUNTING,11.0,23.0,West Virginia,553,91,12.668274812073083,4623.920306406675,1152.8130078986505,,,503.23
5850,HUNTING,10.0,22.0,Montana,534,54,12.175111892567855,4443.915840787267,657.4560421986641,,,576.72
5857,HUNTING,10.0,22.0,Florida,886,1,15.682640737186114,5724.163869072931,15.682640737186114,,,44.300000000000004
5871,HUNTING,11.0,23.0,Arkansas,976,174,16.829833486322187,6142.889222507598,2928.3910266200605,,,679.2959999999999
5874,HUNTING,15.0,27.0,Georgia,717,301,15.629045379863486,5704.6015636501725,4704.3426593389095,,,863.2679999999999
5877,HUNTING,10.0,22.0,Mississippi,759,233,14.515206564756983,5298.050396136299,3382.0431295883773,,,707.388
5889,HUNTING,19.0,31.0,Indiana,513,132,14.165454769912303,5170.390991017991,1869.840029628424,,,270.86400000000003
5918,HUNTING,10.0,22.0,Vermont,186,121,7.185529964498614,2622.718437041994,869.4491257043323,,,90.024
5936,HUNTING,10.0,22.0,Idaho,446,360,11.126786682271376,4061.2771390290523,4005.6432056176955,,,642.24
5947,HUNTING,10.0,22.0,Connecticut,63,167,2.73972602739726,1000.0,457.5342465753424,,1002.0,42.084
5963,HUNTING,29.0,29.0,Kentucky,162,303,7.699233633051459,2810.2202760637824,2332.867790814592,,,196.344
5966,HUNTING,10.0,22.0,New Hampshire,856,1,15.414846876377998,5626.419109877969,15.414846876377998,,,42.800000000000004
5970,HUNTING,16.0,28.0,Virginia,364,238,11.340199628034684,4139.17286423266,2698.967511472255,,,346.52799999999996
5971,HUNTING,10.0,22.0,Arizona,585,116,12.743251832034254,4651.286918692503,1478.2172125159734,,,678.6
5976,HUNTING,19.0,31.0,Indiana,175,52,8.273530333820625,3019.8385718445284,430.2235773586725,,,182.0
5980,HUNTING,10.0,22.0,Utah,406,354,10.616108523378346,3874.8796110330964,3758.1024172759344,,,574.8960000000001
6002,HUNTING,35.0,35.0,Iowa,232,331,10.12206232041252,3694.5527469505696,3350.402628056544,,,307.168
6005,HUNTING,29.0,29.0,Wisconsin,491,6,13.403886363209391,4892.418522571428,80.42331817925634,,,117.84
6019,HUNTING,10.0,22.0,Hawaii,767,312,14.591502525651338,5325.898421862738,4552.548788003217,,,957.216
6021,HUNTING,10.0,22.0,Nebraska,319,298,9.410174440396228,3434.713670744623,2804.231983238076,,,380.248
6029,HUNTING,10.0,22.0,Delaware,182,177,7.107846277280125,2594.3638912072456,1258.0887910785823,,,128.856
6033,HUNTING,15.0,27.0,South Carolina,141,97,6.9307850617753015,2529.736547547985,672.2861509922043,,,136.76999999999998
6034,HUNTING,10.0,22.0,Utah,498,11,11.757554595798586,4291.507427466484,129.33310055378445,,,208.164
6040,HUNTING,11.0,23.0,West Virginia,536,297,12.472034545820545,4552.292609224499,3704.1942601087017,,,636.768
6056,HUNTING,10.0,22.0,Colorado,334,229,9.628875382588607,3514.539514644842,2205.012462612791,,,305.944
6072,HUNTING,10.0,22.0,South Dakota,449,251,11.164145892083216,4074.913250610374,2802.200618912887,,,450.796
6075,HUNTING,10.0,22.0,Louisiana,833,345,15.206344785941196,5550.315846868537,5246.188951149713,,,1149.54
6077,HUNTING,29.0,29.0,Illinois,708,307,16.095579594783928,5874.8865520961335,4941.3429355986655,,,869.424
6088,HUNTING,16.0,28.0,Pennsylvania,467,269,12.844832585552549,4688.3638937266805,3455.2599655136355,,,502.492
6093,HUNTING,10.0,22.0,New Hampshire,280,203,8.816198265033336,3217.9123667371678,1789.6882478017671,,,227.36
6096,HUNTING,10.0,22.0,Colorado,446,229,11.126786682271376,4061.2771390290523,2548.034150240145,,,408.536
6102,HUNTING,21.0,33.0,Michigan,82,259,3.979163217773287,1452.3945744872499,1030.6032734032815,,,84.952
6103,HUNTING,10.0,22.0,Wyoming,30,187,2.73972602739726,1000.0,512.3287671232877,,1122.0,22.439999999999998
6116,HUNTING,10.0,22.0,Washington,567,278,12.545670069508565,4579.169575370626,3487.696279323381,,,630.504
6119,HUNTING,19.0,31.0,Indiana,470,268,13.558784810022196,4948.956455658102,3633.7543290859485,,,503.84000000000003
6123,HUNTING,20.0,32.0,Minnesota,656,243,16.27488397429629,5940.332650618146,3954.796805753999,,,637.6320000000001
6125,HUNTING,10.0,22.0,Massachusetts,583,64,12.721449845438732,4643.329193585138,814.1727901080789,,,373.12
6132,HUNTING,19.0,31.0,Indiana,426,345,12.908525551003859,4711.611826116408,4453.441315096331,,,587.88
6136,HUNTING,35.0,35.0,Iowa,798,196,18.772687906147524,6852.031085743846,3679.446829604915,,,625.6320000000001
6137,HUNTING,10.0,22.0,Texas,477,364,11.506984343630448,4200.049285425113,4188.542301081483,,,694.5120000000001
6141,HUNTING,15.0,27.0,South Carolina,84,6,3.403771930002519,1242.3767544509194,20.422631580015114,,,20.16
6144,HUNTING,10.0,22.0,Mississippi,216,210,7.743355676977289,2826.3248220967102,1626.1046921652305,,,181.44
6145,HUNTING,10.0,22.0,New Mexico,143,228,6.3004323304940995,2299.657800630346,1436.4985713526546,,,130.41600000000003
6158,HUNTING,21.0,33.0,Michigan,605,226,15.871780528706775,5793.199892977973,3587.022399487731,,,546.92
6163,HUNTING,17.0,29.0,Maryland,33,235,2.73972602739726,1000.0,643.8356164383562,,1410.0,31.020000000000003
6164,HUNTING,16.0,28.0,Virginia,861,144,17.441008095010975,6365.967954679006,2511.5051656815804,,,495.936
6168,HUNTING,10.0,22.0,New Hampshire,502,58,11.80467925199355,4308.707926977646,684.6713966156259,,,582.32
6171,HUNTING,10.0,22.0,Alabama,689,28,13.829674025640303,5047.83101935871,387.2308727179285,,,733.096
6174,HUNTING,10.0,22.0,Alaska,340,244,9.714977323046858,3545.9667229121033,2370.4544668234334,,,331.84000000000003
6176,HUNTING,32.0,32.0,Ohio,424,330,13.084252294158958,4775.75208736802,4317.803257072456,,,559.68
6181,HUNTING,10.0,22.0,South Dakota,230,258,7.9903582355608584,2916.480755979713,2061.5124247747017,,,237.36
6182,HUNTING,10.0,22.0,Nevada,697,209,13.909730694517242,5077.051703498793,2907.1337151541034,,,582.692
6215,HUNTING,10.0,22.0,New Jersey,513,144,11.93331254128203,4355.659077567941,1718.3970059446124,,,295.488
6219,HUNTING,10.0,22.0,Tennessee,980,254,16.493596680812797,6020.16278849667,4189.37355692645,,,995.68
6252,HUNTING,29.0,29.0,Illinois,777,166,16.8616667056025,6154.508347544912,2799.0366731300146,,,515.928
6259,HUNTING,29.0,29.0,Missouri,193,195,8.403663339013606,3067.3371187399666,1638.7143511076533,,,150.54
6265,HUNTING,10.0,22.0,Alaska,467,344,11.385727173149718,4155.790418199647,3916.690147563503,,,642.592
6273,HUNTING,10.0,22.0,Vermont,147,231,6.387942526384988,2331.5990221305206,1475.6147235949322,,,135.828
6282,HUNTING,11.0,23.0,Arkansas,239,352,8.328252056892703,3039.8120007658367,2931.5447240262315,,,336.512
6315,HUNTING,10.0,22.0,Florida,200,236,7.45104747422309,2719.632328091428,1758.4472039166492,,,188.8
6316,HUNTING,10.0,22.0,Idaho,704,287,13.979404200115416,5102.482533042127,4012.0890054331244,,,808.192
6317,HUNTING,10.0,22.0,Nebraska,648,312,13.411885453601561,4895.33819056457,4184.508261523687,,,808.7040000000001
6322,HUNTING,10.0,22.0,New Jersey,41,171,2.73972602739726,1000.0,468.4931506849315,,1026.0,28.044
6323,HUNTING,10.0,22.0,Maine,754,106,14.467317267067383,5280.570802479595,1533.5356303091426,,,799.24
6335,HUNTING,10.0,22.0,New Mexico,801,20,14.911405849041223,5442.663134900046,298.22811698082444,,,608.76
6338,HUNTING,29.0,29.0,Wisconsin,903,359,18.17748798979291,6634.783116274411,6525.718188335654,,,1296.708
6356,HUNTING,20.0,32.0,Minnesota,188,136,8.71254242867154,3180.077986465112,1184.9057702993296,,,102.272
6372,HUNTING,15.0,27.0,South Carolina,61,308,2.900585869473403,1058.7138423577921,893.3804477978081,,,75.152
6378,HUNTING,35.0,35.0,Iowa,616,313,16.493596680812797,6020.16278849667,5162.495761094406,,,771.232
6379,HUNTING,10.0,22.0,Delaware,474,71,11.470741783233082,4186.820750880075,814.4226666095489,,,336.54
6390,HUNTING,10.0,22.0,California,668,117,13.617286156457233,4970.30944710689,1593.2224803054962,,,781.56
6396,HUNTING,10.0,22.0,Washington,392,320,10.431466463912328,3807.4852593279993,3338.069268451945,,,501.76
6402,HUNTING,10.0,22.0,Arizona,849,103,15.35168949744526,5603.36666656752,1581.2240182368619,,,874.47
6404,HUNTING,16.0,28.0,Virginia,449,79,12.594855186998378,4597.122143254408,994.9935597728719,,,354.71000000000004
6405,HUNTING,32.0,32.0,Ohio,346,120,11.819634059322786,4314.166431652817,1418.3560871187342,,,415.2
6408,HUNTING,10.0,22.0,Florida,933,94,16.093227643343774,5874.028089820477,1512.7633984743147,,,877.02
6418,HUNTING,13.0,25.0,Oklahoma,28,61,2.73972602739726,1000.0,167.12328767123287,,915.0,17.080000000000002
6423,HUNTING,15.0,27.0,South Carolina,21,161,2.73972602739726,1000.0,441.0958904109589,,966.0,13.524000000000001
6433,HUNTING,15.0,27.0,South Carolina,322,109,10.473716399748858,3822.906485908333,1141.6350875726255,,,350.98
6446,HUNTING,10.0,22.0,Colorado,142,120,6.278364198485117,2291.602932447068,753.403703818214,,,170.39999999999998
6448,HUNTING,10.0,22.0,Arizona,481,221,11.55513093192019,4217.622790150869,2553.683935954362,,,425.204
6484,HUNTING,10.0,22.0,Colorado,644,259,13.370426666762233,4880.205733368215,3462.9405066914182,,,667.184
6493,HUNTING,13.0,25.0,Oklahoma,946,54,17.274542916942952,6305.208164684177,932.8253175149194,,,1021.6800000000001
6495,HUNTING,11.0,23.0,Arkansas,157,214,6.750014977430337,2463.755466762073,1444.503205170092,,,134.392
6507,HUNTING,10.0,22.0,Utah,913,255,15.919804180145293,5810.728525753032,4059.55006593705,,,931.26
6523,HUNTING,10.0,22.0,Vermont,79,234,2.73972602739726,1000.0,641.0958904109589,,1404.0,73.944
6533,HUNTING,19.0,31.0,Indiana,530,15,14.39825211968741,5255.362023685904,215.97378179531114,,,302.1
6559,HUNTING,10.0,22.0,Connecticut,925,145,16.024083488360855,5848.790473251713,2323.492105812324,,,536.5
6572,HUNTING,20.0,32.0,Minnesota,529,258,14.614831663757027,5334.413557271315,3770.626569249313,,,545.928
6577,HUNTING,10.0,22.0,Tennessee,327,202,9.527439705251956,3477.5154924169638,1924.542820460895,,,264.216
6585,HUNTING,21.0,33.0,Michigan,128,87,7.300505744439986,2664.684596720595,635.1439997662789,,,111.36
6592,HUNTING,16.0,28.0,Virginia,270,163,9.766790902911238,3564.878679562602,1591.9869171745318,,,176.04000000000002
6594,HUNTING,16.0,28.0,Virginia,223,104,8.876105171185479,3239.7783874826996,923.1149378032899,,,231.92
6597,HUNTING,11.0,23.0,Arkansas,52,85,2.73972602739726,1000.0,232.8767123287671,,1275.0,44.2
6621,HUNTING,10.0,22.0,South Dakota,231,179,8.007709739676562,2922.814054981945,1433.3800434021045,,,165.39600000000002
6627,HUNTING,10.0,22.0,Nevada,56,36,2.73972602739726,1000.0,98.63013698630137,,720.0,40.32000000000001
6639,HUNTING,10.0,22.0,Wyoming,10,320,2.73972602739726,1000.0,876.7123287671233,1920.0,,12.8
6641,HUNTING,10.0,22.0,Massachusetts,545,196,12.299871770145376,4489.4531961030625,2410.7748669484936,,,427.28000000000003
6644,HUNTING,10.0,22.0,Nevada,724,342,14.176584660506816,5174.4534010849875,4848.3919538933305,,,990.432
6647,HUNTING,10.0,22.0,Rhode Island,204,302,7.525189076188639,2746.694012808853,2272.607101008969,,,246.43200000000002
6668,HUNTING,17.0,29.0,Maryland,669,219,15.645990063483252,5710.786373171387,3426.471823902832,,,586.044
6673,HUNTING,29.0,29.0,Missouri,814,124,17.258466093621198,6299.340124171737,2140.0497956090285,,,403.744
6692,HUNTING,10.0,22.0,North Dakota,789,285,14.799288425023455,5401.740275133561,4217.797201131685,,,899.46
6700,HUNTING,10.0,22.0,Alaska,94,347,2.939944329240856,1073.0796801729125,1020.160682246577,,,130.472
6715,HUNTING,16.0,28.0,Virginia,250,210,9.398098928190986,3430.30610878971,1973.6007749201071,,,210.0
6739,HUNTING,29.0,29.0,Kansas,621,129,15.074252697536659,5502.10223460088,1944.578597982229,,,320.436
6752,HUNTING,10.0,22.0,California,109,109,5.500669878515146,2007.7445056580284,599.573016758151,,,118.81
6763,HUNTING,10.0,22.0,Nevada,90,239,2.8767123287671232,1050.0,687.5342465753424,,,86.03999999999999
6769,HUNTING,29.0,29.0,Wisconsin,98,250,5.111957290237418,1865.8644109366576,1277.9893225593546,,,98.0
6789,HUNTING,21.0,33.0,Michigan,186,255,8.800440972250264,3212.160954871347,2244.1124479238174,,,189.72
6810,HUNTING,10.0,22.0,South Dakota,642,1,13.349648990390547,4872.62188149255,13.349648990390547,,,32.1
6817,HUNTING,29.0,29.0,Kentucky,19,237,2.73972602739726,1000.0,649.3150684931506,1422.0,,18.012
6818,HUNTING,10.0,22.0,Utah,649,8,13.422230141181638,4899.114001531298,107.3778411294531,,,207.68
6840,HUNTING,10.0,22.0,Connecticut,541,167,12.254651500257225,4472.947797593887,2046.5268005429566,,,361.38800000000003
6841,HUNTING,10.0,22.0,Nevada,653,219,13.463529408446634,4914.188234083022,2948.512940449813,,,572.028
6848,HUNTING,10.0,22.0,Connecticut,494,341,11.710240300861548,4274.237709814465,3993.1919425937876,,,673.816
6850,HUNTING,10.0,22.0,New Jersey,451,226,11.188982732328698,4083.978697299975,2528.710097506286,,,407.704
6873,HUNTING,29.0,29.0,Illinois,423,253,12.4411399334953,4541.0160757257845,3147.608403174311,,,428.07599999999996
6878,HUNTING,10.0,22.0,New Mexico,143,246,6.3004323304940995,2299.657800630346,1549.9063533015485,,,140.71200000000002
6882,HUNTING,29.0,29.0,Wisconsin,167,131,7.817146062675894,2853.2583128767014,1024.046134210542,,,87.50800000000001
6887,HUNTING,10.0,22.0,Arizona,704,271,13.979404200115416,5102.482533042127,3788.418538231278,,,763.136
6889,HUNTING,10.0,22.0,Mississippi,355,69,9.926965423635218,3623.342379626855,684.9606142308301,,,244.95000000000002
6893,HUNTING,21.0,33.0,Michigan,972,62,20.117828180402345,7343.007285846856,1247.3053471849453,,,602.64
6902,HUNTING,13.0,25.0,Oklahoma,858,10,16.451467373998607,6004.7855915094915,164.51467373998608,,,343.2
6905,HUNTING,10.0,22.0,Rhode Island,713,259,14.068477411256886,5134.994255108763,3643.7356495155336,,,738.668
6925,HUNTING,10.0,22.0,Louisiana,972,235,16.42613792498997,5995.540342621339,3860.142412372643,,,913.68
6929,HUNTING,10.0,22.0,Nebraska,62,264,2.73972602739726,1000.0,723.2876712328766,,1584.0,65.472
6946,HUNTING,10.0,22.0,New Hampshire,321,338,9.439627327565304,3445.463974561336,3190.594036717073,,,433.992
6956,HUNTING,10.0,22.0,Idaho,427,214,10.887201732712343,3973.828632440005,2329.8611708004414,,,365.512
6964,HUNTING,10.0,22.0,Massachusetts,840,136,15.270103324638326,5573.587713492989,2076.734052150812,,,456.96
6986,HUNTING,20.0,32.0,Minnesota,851,357,18.536629153626016,6765.869641073496,6617.576607844488,,,1215.228
6988,HUNTING,10.0,22.0,Wyoming,452,43,11.201380500932258,4088.5038828402744,481.6593615400871,,,388.72
6993,HUNTING,10.0,22.0,Wyoming,596,211,12.862502214581593,4694.813308322281,2713.987967276716,,,503.024
6995,HUNTING,10.0,22.0,New Jersey,110,61,5.525844700561124,2016.9333157048104,337.07652673422854,,,67.10000000000001
7003,HUNTING,10.0,22.0,Tennessee,864,73,15.486711353954577,5652.6496441934205,1130.529928838684,,,630.72
7022,HUNTING,10.0,22.0,Louisiana,779,156,14.705204264609073,5367.399556582312,2294.011865279015,,,486.096
7038,HUNTING,10.0,22.0,Idaho,950,305,16.239181481831213,5927.3012408683935,4952.9503519585205,,,1159.0
7046,HUNTING,15.0,27.0,South Carolina,965,15,18.13161676092818,6618.040117738786,271.9742514139227,,,550.0500000000001
7047,HUNTING,10.0,22.0,Maine,695,126,13.88975978587693,5069.762321845079,1750.1097330204932,,,350.28000000000003
7068,HUNTING,10.0,22.0,Washington,547,271,12.32241967499283,4497.683181372383,3339.3757319230567,,,592.9480000000001
7082,HUNTING,29.0,29.0,Kansas,410,130,12.248472164709987,4470.692340119145,1592.3013814122983,,,213.20000000000002
7086,HUNTING,10.0,22.0,Louisiana,810,359,14.994943790346847,5473.154483476599,5383.184820734518,,,1163.16
7125,HUNTING,10.0,22.0,Massachusetts,440,21,11.051689401122248,4033.866631409621,232.0854774235672,,,351.12
7128,HUNTING,10.0,22.0,Massachusetts,730,356,14.2352062117277,5195.850267280611,5067.733411375061,,,1039.52
7146,HUNTING,10.0,22.0,Idaho,979,238,16.48517943266021,6017.090492920976,3923.47270497313,,,932.008
7166,HUNTING,21.0,33.0,Michigan,30,199,2.73972602739726,1000.0,545.2054794520548,,1194.0,23.88
7169,HUNTING,32.0,32.0,Ohio,502,282,14.236978854311216,5196.497281823594,4014.828036915763,,,566.256
7175,HUNTING,15.0,27.0,South Carolina,804,168,16.550110536005118,6040.790345641868,2780.4185700488597,,,540.288
7187,HUNTING,21.0,33.0,Michigan,382,198,12.611874592892875,4603.334226405899,2497.151169392789,,,302.544
7188,HUNTING,10.0,22.0,Wyoming,388,155,10.378108229271122,3788.00950368396,1608.6067755370239,,,240.56
7189,HUNTING,32.0,32.0,Ohio,208,343,9.164265207991415,3344.9568009168665,3143.342966341055,,,285.37600000000003
7208,HUNTING,21.0,33.0,Michigan,449,192,13.673230424796394,4990.729105050684,2625.2602415609076,,,344.832
7211,HUNTING,10.0,22.0,Nebraska,863,159,15.4777465419999,5649.377487829964,2460.9617001779843,,,548.8679999999999
7217,HUNTING,10.0,22.0,Mississippi,879,231,15.620566145163883,5701.5066429848175,3608.350779532857,,,812.196
7218,HUNTING,10.0,22.0,Rhode Island,580,57,12.688676626940504,4631.366968833284,723.2545677356087,,,661.1999999999999
7219,HUNTING,10.0,22.0,Alabama,764,267,14.562938382385008,5315.472509570528,3888.304548096797,,,815.952
7220,HUNTING,10.0,22.0,Oregon,511,300,11.910028006822136,4347.16022249008,3573.008402046641,,,613.2
7227,HUNTING,19.0,31.0,New York,524,334,14.316520605381863,5225.53002096438,4781.717882197542,,,700.0640000000001
7229,HUNTING,10.0,22.0,Nevada,209,299,7.616851274901393,2780.1507153390085,2277.4385311955166,,,249.964
7235,HUNTING,10.0,22.0,Montana,453,312,11.213764562758621,4093.0240654068966,3498.6945435806897,,,565.344
7237,HUNTING,10.0,22.0,South Dakota,257,208,8.44634651048116,3082.9164763256235,1756.8400741800813,,,213.824
7246,HUNTING,12.0,24.0,North Carolina,85,109,3.062494135854772,1117.8103595869918,333.81186080817014,,,92.64999999999999
7254,HUNTING,10.0,22.0,Tennessee,435,40,10.98871629933632,4010.8814492577567,439.54865197345276,,,348.00000000000006
7264,HUNTING,16.0,28.0,Pennsylvania,434,280,12.382686355295288,4519.68051968278,3467.152179482681,,,486.08
7272,HUNTING,10.0,22.0,Mississippi,833,296,15.206344785941196,5550.315846868537,4501.078056638594,,,986.2719999999999
7286,HUNTING,10.0,22.0,North Dakota,313,295,9.321257412216049,3402.258955458858,2749.7709366037343,,,369.34
7287,HUNTING,35.0,35.0,Iowa,43,85,3.7200041969560487,1357.8015318889577,316.20035674126416,,,36.55
7299,HUNTING,10.0,22.0,Tennessee,18,111,2.73972602739726,1000.0,304.1095890410959,1110.0,,19.98
7303,HUNTING,19.0,31.0,New York,873,279,18.479021086193853,6744.842696460756,5155.646883048085,,,974.268
7315,HUNTING,17.0,29.0,Maryland,62,169,3.113117303157136,1136.2878156523548,526.116824233556,,,41.912
7322,HUNTING,10.0,22.0,Montana,852,356,15.378788705646423,5613.2578775609445,5474.848779210127,,,1213.248
7330,HUNTING,10.0,22.0,New Jersey,446,352,11.126786682271376,4061.2771390290523,3916.6289121595246,,,627.968
7331,HUNTING,16.0,28.0,Pennsylvania,330,213,10.797593610271004,3941.1216677489165,2299.8874389877237,,,281.16
7339,HUNTING,10.0,22.0,Alabama,687,35,13.80958734252544,5040.499380021785,483.3355569883904,,,480.90000000000003
7341,HUNTING,10.0,22.0,Wyoming,123,190,5.843255659717677,2132.7883157969522,1110.2185753463586,,,93.48
7345,HUNTING,17.0,29.0,Maryland,810,151,17.216009778155733,6283.8435690268425,2599.6174765015157,,,489.24
7354,HUNTING,10.0,22.0,Mississippi,820,127,15.087221238479199,5506.835752044907,1916.0770972868581,,,416.56000000000006
7360,HUNTING,10.0,22.0,Wyoming,929,191,16.058692780273915,5861.422864799979,3067.210321032318,,,709.7560000000001
7362,HUNTING,35.0,35.0,Iowa,977,319,20.771712183206162,7581.674946870249,6626.176186442765,,,1246.652
7377,HUNTING,10.0,22.0,Utah,503,362,11.816431051073021,4312.997333641652,4277.548040488434,,,728.344
7382,HUNTING,10.0,22.0,Massachusetts,877,214,15.60278518761342,5695.016593478898,3338.996030149272,,,750.712
7389,HUNTING,10.0,22.0,South Dakota,936,303,16.11908023453668,5883.464285605888,4884.081311064613,,,1134.432
7399,HUNTING,10.0,22.0,Hawaii,550,143,12.356164383561644,4510.0,1766.9315068493152,,,314.6
7405,HUNTING,19.0,31.0,Indiana,697,12,16.511564608168435,6026.721081981478,198.13877529802122,,,317.832
7415,HUNTING,35.0,35.0,Iowa,278,302,11.080195224591023,4044.2712569757236,3346.218957826489,,,335.824
7416,HUNTING,13.0,25.0,Oklahoma,922,273,17.0540077939246,6224.71284478248,4655.744127741416,,,1006.8240000000001
7423,HUNTING,10.0,22.0,Nevada,962,301,16.34142287891839,5964.619350805213,4918.768286554436,,,1158.248
7438,HUNTING,10.0,22.0,Wyoming,623,246,13.150623858305673,4799.977708281571,3235.053469143196,,,613.032
7448,HUNTING,10.0,22.0,Hawaii,816,24,15.050378152377277,5493.388025617706,361.20907565705465,,,744.192
7453,HUNTING,35.0,35.0,Iowa,962,122,20.61164009151505,7523.248633402994,2514.620091164836,,,469.45599999999996
7454,HUNTING,10.0,22.0,Maine,741,278,14.342056751243279,5234.850714203797,3987.0917768456316,,,823.992
7469,HUNTING,29.0,29.0,Kansas,63,33,4.098684161976371,1496.0197191213756,135.25657734522025,,,41.58
7471,HUNTING,11.0,23.0,Arkansas,249,306,8.50069792814262,3102.7547437720564,2601.2135660116414,,,304.776
7472,HUNTING,10.0,22.0,Connecticut,828,279,15.160638807033918,5533.63316456738,4229.818227162463,,,924.0480000000001
7477,HUNTING,10.0,22.0,Vermont,444,147,11.101810698626615,4052.160904998714,1631.9661726981124,,,261.072
7491,HUNTING,12.0,24.0,North Carolina,782,358,15.38863113142558,5616.850362970336,5509.1299450503575,,,1119.824
7494,HUNTING,16.0,28.0,Pennsylvania,781,79,16.61099030948299,6063.011462961291,1312.2682344491561,,,616.99
7495,HUNTING,11.0,23.0,West Virginia,994,42,16.984317604002666,6199.275925460973,713.3413393681119,,,834.9599999999999
7501,HUNTING,10.0,22.0,Vermont,636,245,13.287121016711694,4849.7991710997685,3255.344649094365,,,623.28
7527,HUNTING,10.0,22.0,Oregon,196,323,7.3761606743524615,2692.2986461386486,2382.499897815845,,,253.232
7553,HUNTING,10.0,22.0,Nevada,58,220,2.73972602739726,1000.0,602.7397260273972,,1320.0,51.04
7557,HUNTING,10.0,22.0,Utah,499,213,11.769353449340372,4295.814009009236,2506.872284709499,,,425.148
7560,HUNTING,10.0,22.0,New Jersey,962,274,16.34142287891839,5964.619350805213,4477.5498688236385,,,1054.3519999999999
7572,HUNTING,10.0,22.0,Nevada,5,5,2.73972602739726,1000.0,13.698630136986301,250.0,,1.25
7583,HUNTING,10.0,22.0,Nebraska,305,121,9.201364866489515,3358.498176268673,1113.3651488452313,,,147.62
